Ground Truth,Language,Comments
Negative - Respond,Urdu,موبائل میں ٹھیک ٹھاک سریل نہیں، بہت بڑی مسئلہ
Negative - Respond,Urdu,دیکھتے ہیں دھلئے کے نکمے بھائی کے چمچے 😂🤣🤣 🏃🏃🏃
Negative - Respond,Urdu,بار الیکشن دھاندلی زدہ تھے
Negative - Respond,Urdu,انشاءاللّٰہ باپ بیٹی کو الیکشن میں بد ترین شکست ہوگی
Negative - Respond,Urdu,نون جیکٹ بہت تنگ ہے لیکن حیرت انگیز نظر آ رہی ہے
Negative - Respond,Urdu,تیری امی نس گئی اے 😳
Negative - Respond,Urdu,بے حیائی
Negative - Respond,Urdu,سامان کی بھرمار، غلط مصنوعیت
Negative - Respond,Urdu,پروڈکٹ کی کوالٹی نہیں، مسئلہ بن کر رہ گیا
Negative - Respond,Urdu,بہت گناہ گار ہوں،🥀 الّٰلہ معاف کردے گا۔😊 پریشان ہوں میں ، الّٰلہ سنبھال لے گا۔❣️ اکیلا ہوں بہت،💔 الّٰلہ ساتھ ہے نا۔✨…
Negative - Respond,Urdu,پیکجنگ بہت ہی بے تکا تھی، سامان کھلے ہوئے آیا
Negative - Respond,Urdu,یہ ایک جوڑا صرف 100 روپے ہے اس پر غور کرتے ہوئے میں اس کی خوبصورتی سے بات کروں گا لیکن اب میں سوچتا ہوں کہ اس کے بجائے ایک جوڑا 500 روپے میں خریدیں لیکن کام سے کام ایک بہتر معیار
Negative - Respond,Urdu,موبائل چارجر نے ہی میرا فون ہیل کر دیا، بہت زیادہ گھٹیا
Negative - Respond,Urdu,ایک ہفتے کے طویل انتظار کے بعد غلط کی فراہمی جو کچھ مجھے ملا اس کا خراب معیار داراز کو اس میں چیک آن بیلنس رکھنا چاہیے
Negative - Respond,Urdu,ہر وہ شخص اکیلا ہے جس نے محبت کی ہے۔لیکن اس شخص کی زندگی میں میلہ ہے جس نے سچی محبت کی ہے اور بار بار کی ہے۔ 😂
Negative - Respond,Urdu,پروڈکٹ کی گارنٹی میں ناکافی، غیر معیاریت
Negative - Respond,Urdu,یہ دور آگیا ہے اب ٹک ٹاکروں کے چھکوں سے مارکیٹنگ کروائی جائے گی
Negative - Respond,Urdu,مجھے اس کی کیبل نہیں ملی اس کے ڈبے میں
Negative - Respond,Urdu,سامان میں کچھ نہیں تھا جیسا کہ بتایا گیا، بہت بڑی مسئلہ
Negative - Respond,Urdu,نا جانے کیا واقعہ رُونما ہونے کو ہے؛ جی بہت چاہتا____ رونے کو ہے 💔
Negative - Respond,Urdu,خریداری کرنے کے بعد بھی ایک مہینے گزر گیا، اور اب بھی کوئی کارگر نہیں آیا
Negative - Respond,Urdu,فضل الحمان کی جگہ مولانا کہتے تو اچھا ہوتا
Negative - Respond,Urdu,پی ڈی ایم وس تباہ دے 😀
Negative - Respond,Urdu,ووڈ لینڈ براؤن سینڈل ڈیزائن لیکن یہ وینڈل سینڈل نہیں ہے ووڈ لینڈ سینڈل کی اچھی کاپی
Negative - Respond,Urdu,😂 🤣 😂 اب شاید وقت گزر چکا ہے
Negative - Respond,Urdu,قیامت خود بتاے گئ کہ وہ کیوں ضروری ہے 💯
Negative - Respond,Urdu,آپ کس واقعہ کی بات کر رہے ہیں؟ گرفتاری کی؟ مزار قائد کی توہین کی؟ اچک ذئی کی اردو ذبان کے خلاف تقریر کی؟ ان تمام واقعات کو سمیٹاجائے تو اپوزیشن کا کراچی میں جلسہ پاکستان کے خلاف تھا اور کچھ نہیں لیکن قوم کو آئی جی سندھ کے اغوا اور صفدر صاحب کی گرفتاری میں الجھا دیا 😏
Negative - Respond,Urdu,کچھ بھی نہیں آیا جیسا آرڈر کیا تھا، بہت بڑا خراب خواب
Negative - Respond,Urdu,"ایک مرزا نبی بن گیا تو کیا عجیب ہے کہ یہ مرزا سرکاری افسر بن جائے

تخم جو دونوں ایک ہی ہے"
Negative - Respond,Urdu,کنسپٹ تو بڑا اچھا ہے بس اگر کوالٹی بھی ویسی ہو تو بہتر ہوتا میں اتنا مطمئن نہیں ہوں کیونکہ چین کی کوالٹی تو ہے ہی لو لیکن پینڈنٹس بھی اتنے مزیدار نہیں لگایا اور سائز میں بھی تھوڑے چھوٹے لگے پہننے ہوئے تو ہیں لیکن کوالٹی اچھی نہ ہونے کی وجہ سے میں آگے کسی کو دے نہیں سکتا
Negative - Respond,Urdu,کیپٹن صفدر نے جو کیا وہ ٹھیک کیا، روزہ رسولﷺپر لوگ نعرے تو کیا گالیاں بھی دیتے ہیں۔ رانا ثناءﷲ 😡😡 توبہ نعوذباللہ اگر اسطر…
Negative - Respond,Urdu,ٹھیک کہا آپ نے آج کل لوگ مطلب خور ہیں جناب 💖🌷🌷👌
Negative - Respond,Urdu,یہ منافق اتنے جھوٹ بولنا شروع ہو گیا ہے کہ لگتا ہے سلیکٹرز نے نیا وزیراعظم بنانے کی تیاری شروع کر دی ۔ ۔۔۔ 😉😉
Negative - Respond,Urdu,"پلیز اس کو مولوی نا کہیں ۔
یہ مولوی نہیں ۔
ایک تو پنجاب کے لوگ داڑھی پگڑی والے کو دیکھ کر مولوی بنا دیتے ہیں ۔ صحیح عالم دین کا بہت بڑا درجہ ہوتا ہے جیسے مولوی طارق جمیل ناکہ
ڈیزل صاحب ۔"
Negative - Respond,Urdu,برانڈیڈ ڈرائیو میں فیل شوز آئے ہی نہیں، بہت بڑی گھٹیا مصنوعیت
Negative - Respond,Urdu,وفا سیکھنی ہے ... ... ... .. تو موت سے سیکھو جو ایک بار اپنا بنا لے پھر کسی اور کا ہونے نہیں دیتی 💔💔💔💔💔🌹🌹💐💐🌾🌾 اردو_زبان
Negative - Respond,Urdu,پروڈکٹ میں کمی، بری کوالٹی
Negative - Respond,Urdu,خراب کیمرے، بہت بڑی غلطی
Negative - Respond,Urdu,ہر وقت فرح گوگی فرح گوگی کرنے والے ثابت کچھ بھی نہیں کرسکے
Negative - Respond,Urdu,جب میں نے داراز کے ساتھ انتہائی ناخوش تجربہ کیا تو بہت خراب کوالٹی کی شرٹس میں بہت سارے خراب فیبرک کے سوراخ ہوتے تھے
Negative - Respond,Urdu,🐕‍🦺🐕‍🦺🦮🐕 فورس یہ کر لیں گے سندھ کا چوکیدارا ؟؟؟ ہاہاہاہاہاہاہا
Negative - Respond,Urdu,ٹرمپ کی عمران خان کی کھلے دل سے تعریف اس حد تک کہ اپنے امریکن اسپورٹرز کو عمران خان کی اہمیت سمجھانا اور اپنے ایک فیصلے کی تائید کے لئے عمران خان کو کوٹ quote کرنا؟ اس سے کم از کمُ یہ بات تو ۱۰۰ فیصد واضع ہو جاتی ہے کہ عمران خان کے خلاف جو بھی  سازش ہوئی وہ ٹرمپ کے وائٹ ہاؤس سے…
Negative - Respond,Urdu,"سر ڈیفیکٹیو پیس آیا ہے۔۔۔
کنیکٹ تو ہورہا ہے لیکن آواز بلکل بھی نہیں ہے۔۔۔۔
میرا لوگوں کو مشورہ ہے کے یہ پروڈکٹ لے کر پیسے برباد نہ کریں"
Negative - Respond,Urdu,کتنی اذیت ہے نا اس خیال میں کہ مجھے اس سے ملے بنا ہی مر جانا ہے_🔥🔥
Negative - Respond,Urdu,برا نہیں ہے لیکن ڈیزائن تبدیل ہے
Negative - Respond,Urdu,پروڈکٹ کی ضمانت نہی
Negative - Respond,Urdu,اُٹھن اچھ نہیں جتنا میں نے سوچا تھا
Negative - Respond,Urdu,مینے لیپ ٹاپ مانگا اور اس میں وائرس تھا، بالکل بکواس ہے
Negative - Respond,Urdu,"میاں صاحب قانون کی حاکمیت کو ترک کر کے فوجی حاکمیت کو مستحکم کرنے کی ڈیل کر کے آئے ہیں۔ آپ کے ایسے بیانات سوائے ڈھکوسلے کے اور کچھ نہیں ہیں۔ 

عوام نے ""ووٹ کو عزت دو"" کے نعرے پر جیلیں کاٹی، غیر سیاسی لوگوں کی راہ کو روکنے کی کوشش کی لیکن میاں صاحب نے ان کی پیٹھ میں چھرا گھونپا…"
Negative - Respond,Urdu,ہمارے ملک میں ایک ایسا بغیرت جانور بھی پایا جاتا ہے کہ جب اس نے ورلڈ کپ جیتا تو سارا کریڈٹ خود لے لیا۔ اور جب وزیر اعظم بن کر ملک کا بیڑا غرق کیا تو ساری ذمہ داری ٹیم پر ڈال دی۔ اچھے لوگ سمجھ گئے ہیں تو خود ہی اسکا نام تجویز کر دیں😂 StateAboveStateRejected
Negative - Respond,Urdu,غلیظہ فاروقی صاحبہ اپنے اسی ٹویٹر ہینڈل پر پول لگائیے اور نتیجہ دیکھ لیجیے۔ عوام کو پرچی کی تصویر بنا کر پھدو لگانے کی کوشش نہ کریں۔ شکریہ
Negative - Respond,Urdu,آپ کو یہ گھڑی کام سے کام دن میں کبھی نہیں مل پائے گی اگر آپ انتظار کر سکتے ہو یا کسی دکان سے خریدیں تو اسے آرڈر کریں
Negative - Respond,Urdu,ان کے ہیڈ فون زیادہ بُری نہیں ہے لیکن میں کہوں گا کہ ان کو نہ خریدو
Negative - Respond,Urdu,ٹی وی کا انتہائی برا ایکون انچارج ہے، بہت بڑی غلطی
Negative - Respond,Urdu,وقت پی ملا ہے لیکن کوالٹی اچھی نہیں ہے
Negative - Respond,Urdu,وہ لوگ بہت خوش قسمت تھے جو عشق کو کام سمجھتے تھے یا کام سے عاشقی رکھتے تھے ... ہم جیتے جی مصروف رہے کچھ عشق کیا کچھ کام کیا آخر تنگ آ کر ہم نے دونوں کو ادھورا چھوڑ دیا 💔
Negative - Respond,Urdu,مصنوعات کی چھپائی میں غلطی، براہ کرم بہترین نہیں
Negative - Respond,Urdu,یہ انصافین کا پروپیگنڈہ ہے 😂🤣
Negative - Respond,Urdu,پیکجنگ میں خرابی تھی، سامان کی ضرورت ہے
Negative - Respond,Urdu,مجھے یہ کام کچھ دن پہلے ہی ملا تھا لیکن یہ چارج کرنے کے بعد ظاہر کرتا ہے لیکن یہ زیادہ سے زیادہ ٹھیکس مِنٹ تک جاری رہتا ہے داراز سے متبادل کی منتقلی کے منتظر ہے کہ یہ کیسے چلتا ہے
Negative - Respond,Urdu,یہ جانو مانو والے میرے پوسٹ پر کیوں نہیں آتے ... .😢😢😢 ارے پاگلو بھائی ہو میرے آیا کرو ساتھ میں بھابھی کو بھی لایا کرو ... ... .😍…
Negative - Respond,Urdu,کسی بھی سامان کی فونکسنالٹی نہیں، بہت بڑی خرابی
Negative - Respond,Urdu,میں نے ایکسیل منگوایا تھا اور مجھے ملا ہے
Negative - Respond,Urdu,پیکجنگ میں خرابی تھی، مال میں نقصان ہوا
Negative - Respond,Urdu,وہ فی گھنٹہ کے حساب سے اشتھار دے رہے ہیں میں نے گھڑیاں قیمت دیکھنے کے بعد آرڈر کیا اور انہوں نے پارسل کی قیمت کے ساتھ بھیجا ان کی قیمت پر یقین نہ کریں
Negative - Respond,Urdu,موبائل میں ٹھیک ٹھاک سریل نہیں، بہت بڑی غلطی
Negative - Respond,Urdu,پروڈکٹ کی کوالٹی مواد میں ناکافی، خراب معیار
Negative - Respond,Urdu,اس پر تو گورنر راج بنتا ہے 🤔 سندھ میں زرداری مافیہ نے قانون مذاق بنا کر رکھ دیا ہے 🤔😎
Negative - Respond,Urdu,کوالٹی بہت ہی بری ہے، مواد میں کوئی مخصوصیت نہیں
Negative - Respond,Urdu,"کیا ہم اسلام کا نام لینے کے حقدار ہیں؟
کیونکہ!
جب ہم اپنے آپ کو مسلمان شو کرتے ہیں تو اپنے آپ کو دین اسلام  نمائندہ کہتے ہیں اور کلمہ طیبہ ایک عہد ھے جو ہم میں سے ہر کلمہ گو رب العلمین سے کرتا ھے۔
جو بندہ اپنے عمل سے اسلام کی غلط نمائندگی کرے گا وہ مجرم قرار پائے گا۔"
Negative - Respond,Urdu,مصنوعیت میں کوئی اصلاح نہیں، بہت بڑی بے کوالٹی
Negative - Respond,Urdu,سامان میں کچھ نہیں تھا جیسا کہ بتایا گیا، بہت بڑی غلطی
Negative - Respond,Urdu,"9 مئی سے پہلے میرے وہ تمام فالورز کدھر گئے جو مسلسل ساتھ رہتے تھے ہر پوسٹ پر نظر آتے تھے؟؟؟ 
اب نظر نہیں ارہے ہیں جب سے واپسی ہوئی ہے کدھر ہیں سارے ؟؟؟"
Negative - Respond,Urdu,یہ مہذب نظر آنے والی ایل ڈی ڈی اسپورٹس واچ مکمل طور پر نشان زد ہے کیونکہ اس کا معیار صرف کامل اور قابل تجویز ہے لیڈ اسکرین خوبصورت دکھائی دیتی ہے خاص طور پر راتوں میں اور پیٹا کا معیار بھی بہت عمدہ ہوتا 
